210,15,8,0,1,0,3,2,3,3,3,3,0,1,0,1,1,3,0,2,2,1,3,3,0,0,0,3,1,1,2,3,0,3,1,0,3,0,1,1,0,3,0,2,1,3,3,3,0,1,3,2,2,0,3,0,0,0,2,2,2,3,3,3,2,0,0,1,2,3,1,3,2,1,2,2,1,0,2,0,2,0,2,2,0,2,3,0,3,0,1,0,2,2,0,2,2,1,2,3,0,3,1,1,2,3,2,2,1,3,1,1,2,1,0,1,2,0,1,3,1,2,1,0,3,1,1,2,1,3,0,30e3d7231e24ceb355894248d2552c84fa9c467f82fdcc55d75ed094848dec9b,1
35,14,6,1,0,1,3,0,2,0,3,1,3,0,2,2,0,3,3,0,2,3,2,3,3,0,2,2,1,1,1,3,0,0,2,2,3,1,0,1,2,1,0,2,3,1,3,3,0,2,3,2,2,0,1,1,2,1,3,3,2,1,0,0,0,0,1,3,3,0,2,0,2,2,2,3,2,0,1,1,0,1,1,0,1,1,1,3,3,1,1,1,3,3,0,3,2,1,2,0,1,2,0,0,2,3,3,2,1,0,0,1,2,0,0,3,2,0,2,3,1,0,1,3,3,3,2,2,3,1,1,4e07125d82acbc704b825c559c40eb09e31a096f5b42c10392eb1c7baccc51c8,1
194,15,7,3,2,0,0,3,3,3,2,0,1,0,1,2,1,1,3,2,2,1,2,3,0,0,0,2,1,3,2,1,2,0,1,0,3,3,3,1,1,1,3,0,2,1,3,1,0,2,3,0,0,0,2,3,1,0,2,3,3,1,3,0,2,0,2,0,0,1,3,2,1,3,3,2,2,1,2,0,0,2,2,3,0,0,3,0,2,1,1,1,0,2,0,3,0,1,3,0,2,0,1,1,2,1,1,1,0,0,3,3,2,1,2,2,3,2,2,3,2,2,3,1,3,0,3,1,3,0,0,19682444d672681526e53b455d78c1d577e1adb3d69e72c074609e5aa50a3e73,1
20,2,11,0,1,1,3,2,3,2,3,0,2,1,2,1,1,3,3,2,2,2,1,3,0,0,0,1,0,3,2,2,0,0,1,2,3,3,3,2,0,3,3,1,3,0,1,2,0,2,3,0,1,0,0,3,1,2,2,3,2,2,1,0,0,0,3,1,2,0,1,0,1,2,2,1,3,0,0,1,1,2,1,3,3,1,3,1,2,1,3,2,2,2,0,3,0,0,3,0,0,3,0,2,0,2,1,0,2,0,1,2,3,1,1,1,2,1,3,0,2,1,1,3,3,3,3,3,2,1,0,dd5c0c511933e347ae58a2501c78dcd296becaab86ed6d71f599b4334a7e6fb1,1
130,10,5,0,1,0,3,2,3,0,3,1,1,1,0,2,1,2,0,2,3,2,3,3,0,0,0,3,2,2,1,0,1,2,2,0,3,0,2,3,1,0,1,2,3,2,3,2,1,1,2,1,0,0,3,0,1,0,2,1,0,1,3,3,0,2,0,3,3,2,2,3,2,1,3,3,1,1,2,0,2,0,3,3,1,2,3,1,3,1,1,0,3,3,0,2,1,2,0,3,0,2,0,1,3,3,3,1,2,2,1,1,2,1,1,3,2,1,0,0,2,1,0,0,3,3,2,0,0,2,0,fda388c9fcb4a431a8bf69f2d67d639e9736f472d2eb822da5305ecb86375b62,1
180,6,12,1,1,1,3,0,2,1,3,1,3,0,0,3,1,3,3,1,2,3,1,3,3,0,2,1,2,0,2,3,0,1,1,0,3,0,0,0,0,1,1,2,3,0,3,3,0,2,3,2,3,0,2,1,2,1,3,3,3,2,0,0,1,0,1,2,2,1,3,0,2,1,2,3,2,0,2,2,0,1,2,2,1,2,1,2,1,0,2,0,2,3,0,3,2,0,2,0,2,2,0,0,3,3,1,1,1,0,0,2,2,1,0,3,1,1,3,3,1,0,1,3,3,2,3,3,1,2,0,656c64b2805308315238466f355f25f7cc3147b40a2100a5114df819590561b9,1
179,9,4,0,2,2,2,0,3,3,2,0,2,0,2,2,2,3,3,3,3,3,2,3,2,0,1,2,2,2,1,2,0,0,2,0,3,0,1,0,0,1,3,3,3,0,3,1,1,3,3,1,3,0,0,2,0,1,3,3,1,1,1,0,2,0,1,3,1,1,2,0,2,1,3,2,2,0,1,2,1,0,3,2,0,1,1,3,3,0,2,1,2,3,0,3,1,1,3,1,1,2,0,0,1,3,2,1,2,0,1,0,2,2,0,3,0,0,1,3,0,1,1,3,3,2,3,1,2,1,0,4b586d85e3cb9034d5d2c72fb128fa82b5a7c17742010a107e7c209e2a5596ab,0
147,10,3,0,0,2,2,2,3,3,3,0,3,1,1,0,0,3,3,3,3,1,3,3,2,3,0,1,1,3,2,3,1,3,1,0,3,1,3,1,0,2,1,3,2,2,1,0,2,1,3,0,0,2,1,0,2,1,1,2,0,3,0,1,2,1,1,0,0,2,2,1,2,0,2,3,2,2,1,1,3,2,3,0,3,1,1,1,3,2,2,0,3,0,0,3,0,2,0,1,1,2,0,3,3,0,2,1,0,2,3,0,2,1,1,3,2,0,1,2,1,3,2,0,3,2,0,1,2,0,0,0aac3cf92dd490ae34d8b47a00847c91f3eb7c80111d0bffce648d25c25bc166,0
131,9,3,0,0,3,1,0,3,3,2,0,3,0,1,2,1,3,3,1,3,3,2,3,3,2,3,2,2,3,0,2,0,0,2,0,3,2,1,1,0,1,3,2,3,1,3,2,1,2,2,0,2,0,1,2,1,1,2,1,1,2,0,0,3,0,3,3,1,1,2,0,2,0,2,3,3,0,0,3,1,1,1,2,0,1,0,3,1,0,1,2,1,3,0,3,2,3,1,0,0,1,1,0,1,3,2,2,3,0,0,0,2,2,0,3,2,1,2,1,0,1,1,3,3,2,3,2,1,2,0,0de9a861980aea121ceda24f85f01da61f10e317b87fcf32d16816f11c79e6bf,0
131,9,3,1,0,2,2,1,2,3,3,1,2,0,0,1,0,3,3,3,3,1,3,3,3,2,0,2,1,3,3,3,1,3,1,0,3,1,3,1,0,2,2,3,2,2,1,0,2,2,3,0,0,1,1,0,2,1,0,2,1,3,0,1,1,1,0,0,1,2,2,1,2,0,1,2,2,3,1,1,3,2,3,1,3,2,1,2,3,2,1,0,3,1,0,3,1,2,0,0,0,2,0,3,3,0,2,1,0,2,2,0,2,0,1,3,3,0,1,2,0,3,2,0,3,2,0,1,3,0,0,e0978aef519fbd98d792b41fc3a04b2369f3808c0b910ba743fabd5f4e0b2429,0
